Column1,Column2,Column3,Column4,Column5,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher069.jpg,過橋 Crossing the Bridge,布雪 Francois Boucher,1730,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher070.jpg,北風之神劫持娥瑞提亞 Boreas Abducting Oreithyia,布雪 Francois Boucher,1769,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher071.jpg,繪畫寓言 Allegory of Painting,布雪 Francois Boucher,1765,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/509_01594504375.jpg,音樂寓言 Allegory of Music,布雪 Francois Boucher,1764,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher073.jpg,詩的寓言 An allegory of poetry,布雪 Francois Boucher,,,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher074.jpg,波吉瑞夫人 Madame Bergeret,布雪 Francois Boucher,1746,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher075.jpg,維納斯愛的安慰 Venus Consoling Love,布雪 Francois Boucher,1751,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher076.jpg,龐畢度夫人 Portrait of Marquise de Pompadour,布雪 Francois Boucher,1756,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher077.jpg,戴安娜的伴侶 Companions of Diana,布雪 Francois Boucher,1745,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher078.jpg,兩姐妹 The Two Sisters,布雪 Francois Boucher,1770,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher079.jpg,阿波羅向牧羊女伊賽揭示他的神性 Apollo Revealing his Divinity before the Shepherdess Isse,布雪 Francois Boucher,1750,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher080.jpg,愛之泉 The Fountain of Love,布雪 Francois Boucher,1748,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher081.jpg,逃往埃及途中的歇息 The Rest on the Flight into Egypt,布雪 Francois Boucher,1740,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher082.jpg,皮格馬利翁和加拉泰亞 Pygmalion and Galatea,布雪 Francois Boucher,1740,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher083.jpg,中國花園 The Chinese Garden,布雪 Francois Boucher,1742,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher084.jpg,牧羊人的崇拜 Adoration of the Shepherds,布雪 Francois Boucher,1750,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher085.jpg,梳妝的維納斯 The toilet of Venus,布雪 Francois Boucher,1746,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher086.jpg,木屐 Les Sabots,布雪 Francois Boucher,1768,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher087.jpg,小朝聖者 The Little Pilgrim,布雪 Francois Boucher,1755 - 60,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher088.jpg,水磨坊景觀 Landscape with a Water Mill,布雪 Francois Boucher,1740,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher089.jpg,龐畢度夫人 Portrait of Madame de Pompadour,布雪 Francois Boucher,1758,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher090.jpg,抱著哈巴狗的年輕女士 A young lady holding a pug dog,布雪 Francois Boucher,1740,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher091.jpg,他們在想著葡萄嗎？ Are They Thinking about the Grape？,布雪 Francois Boucher,1747,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher092.jpg,夏雷頓的磨坊 Mill at Charenton,布雪 Francois Boucher,1758,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher093.jpg,維納斯解除丘比特武裝 Venus disarming Cupid,布雪 Francois Boucher,1742,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher094.jpg,獵人賽伐勒斯和曙光之神奧羅拉 Aurora And Cephalus,布雪 Francois Boucher,1733,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher095.jpg,夢中的牧羊女 Dreaming Shepherdess,布雪 Francois Boucher,1763,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher096.jpg,木鞋 The Wooden Shoes,布雪 Francois Boucher,1768,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher097.jpg,讀信 Lecture de la Lettre,布雪 Francois Boucher,1764,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher098.jpg,田園風光 Scene Pastorale,布雪 Francois Boucher,1767,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher099.jpg,公園裡的戀人 Lovers in a Park,布雪 Francois Boucher,1758,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher100.jpg,維納斯的噴泉 The Fountain of Venus,布雪 Francois Boucher,1756,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher101.jpg,噴泉的研習 一 Fountain Study I,布雪 Francois Boucher,1751,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher102.jpg,噴泉的研習 二 Fountain Study II,布雪 Francois Boucher,1751,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher103.jpg,鴿棚 The Dovecote,布雪 Francois Boucher,1758,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher104.jpg,維納斯解除邱比特武裝 Venus Disarms Amor,布雪 Francois Boucher,1749,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher105.jpg,美惠三女神 The Three Graces,布雪 Francois Boucher,1765 - 70,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher106.jpg,維納斯請求鍛造勇士的武器 Venus Demanding Arms from Vulcan for Aeneas,布雪 Francois Boucher,1732,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher107.jpg,龐畢度夫人 Madame de Pompadour. la main sur le clavier du clavecin,布雪 Francois Boucher,1750,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher108.jpg,鄉村生活的魅力 Les charmes de la vie champ?tre,布雪 Francois Boucher,1737,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/546_01534581055.jpg,施洗者聖約翰 Saint John the Baptist,布雪 Francois Boucher,1755,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher110.jpg,詩歌 Poetry,布雪 Francois Boucher,,,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher111.jpg,魔法家園 The Enchanted Home (A Pastoral Landscape Surmounted By Cupid),布雪 Francois Boucher,1749,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher112.jpg,田園風光 Pastoral Landscape with Washerwomen and a Couple,布雪 Francois Boucher,1765,油彩．畫布 Oil on paper laid down on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/550_01534581151.jpg,神殿與河流景觀 River Landscape with an Antique Temple,布雪 Francois Boucher,1762,油彩．畫布 Oil on paper laid down on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher114.jpg,出浴的維納斯 The Bath of Venus,布雪 Francois Boucher,1751,油彩．畫布 Oil on paper laid down on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher115.jpg,鳥巢 The Bird Nesters,布雪 Francois Boucher,,,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher116.jpg,科學和藝術：唱歌和跳舞 The Arts and Sciences：Singing and Dancing,布雪 Francois Boucher,1750 - 52,油彩．畫布 Oil on paper laid down on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/554_01552605604.jpg,迷人的鄉村生活 The Charms of Country Life,布雪 Francois Boucher,1737,油彩．畫布 Oil on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher118.jpg,梳妝的維納斯 The Toilet of Venus,布雪 Francois Boucher,1749,油彩．畫布 Oil on paper laid down on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher119.jpg,牧羊人的禮物 The Shepherd’s Present,布雪 Francois Boucher,1740,油彩．畫布 Oil on paper laid down on canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher120.jpg,藝術天才 Geniuses of arts,布雪 Francois Boucher,1761,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher121.jpg,音樂和舞蹈 Music and Dance,布雪 Francois Boucher,1740,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher122.jpg,兩個牧羊女 Two Shepherdesses,布雪 Francois Boucher,1760,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boucher123.jpg,龐畢度夫人 Jeanne-Antoinette Poisson. Marquise de Pompadour,布雪 Francois Boucher,1758,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin001.jpg,河邊的洗衣婦女 Laundresses by a Stream,布丹 Eugene Louis Boudin,1885,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin002.jpg,沙灘 Beach scene trouville,布丹 Eugene Louis Boudin,1870 - 74,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin003.jpg,圖維列海灘 Beach at Trouville,布丹 Eugene Louis Boudin,1890,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin004.jpg,圖維列海灘 The beach at tourgeville les sablons,布丹 Eugene Louis Boudin,1893,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin005.jpg,多維爾海港 Deauville harbour,布丹 Eugene Louis Boudin,1888 - 90,油彩．橡木板 Oil on oak panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin006.jpg,圖維列海灘 Beach scene trouville,布丹 Eugene Louis Boudin,1860 - 70,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin007.jpg,布魯塞爾海港 Brussels harbour,布丹 Eugene Louis Boudin,1871,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin008.jpg,布列塔尼風景 L’Hopital-Camfrout. Brittanyny,布丹 Eugene Louis Boudin,1870,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin009.jpg,圖維列海港入口 The entrance to trouville harbour,布丹 Eugene Louis Boudin,1888,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin010.jpg,威尼斯聖母教堂 Venice. Santa Maria della Salute from San Giorgio,布丹 Eugene Louis Boudin,1895,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin011.jpg,靜物 Nature morte a la pomme. tasse. cuillere et verre a vin,布丹 Eugene Louis Boudin,1853 - 56,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin012.jpg,在迪耶普海灘上 On The Beach Dieppe,布丹 Eugene Louis Boudin,1864,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin013.jpg,在碼頭上 On the Jetty,布丹 Eugene Louis Boudin,1869 - 98,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin014.jpg,離開哈弗爾的船舶 Ships and Sailing Boats Leaving Le Havre,布丹 Eugene Louis Boudin,1887,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin015.jpg,翁夫勒港口節 Festival in the Harbor of Honfleur,布丹 Eugene Louis Boudin,1858,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin016.jpg,哈弗爾港入口 Entrance to the Harbor. Le Havre,布丹 Eugene Louis Boudin,1883,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin017.jpg,特魯維爾附近洗衣婦 Washerwoman near Trouville,布丹 Eugene Louis Boudin,1872 - 76,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin018.jpg,艾特達海灘上的洗衣婦 Washerwomen on the Beach of Etretat,布丹 Eugene Louis Boudin,1894,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin019.jpg,海灘場景 Scene de Plage,布丹 Eugene Louis Boudin,1864,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin020.jpg,不列塔尼海岸 Coast of Brittany,布丹 Eugene Louis Boudin,1870,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin021.jpg,圖維列的海灘 Beach of Trouville,布丹 Eugene Louis Boudin,1867,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/582_01550448839.jpg,圖維列港口的早晨 Le Port de Trouville le matin,布丹 Eugene Louis Boudin,1854,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin023.jpg,圖維列海灘的白衣女子 Lady in White on the Beach at Trouville,布丹 Eugene Louis Boudin,1869,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin024.jpg,伯列的海灣 Beaulieu：The Bay of Fourmis,布丹 Eugene Louis Boudin,1894,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin025.jpg,法國諾曼地景觀 Landscape. River Touques. Normandy. France,布丹 Eugene Louis Boudin,1891,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin026.jpg,多維爾賭場的音樂會 Concert at the Casino of Deauville,布丹 Eugene Louis Boudin,1865,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/587_01550444828.jpg,"波爾多的碼頭景色 View of Bordeaux, from the Quai des Chartrons",布丹 Eugene Louis Boudin,1874,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin028.jpg,艾特達海灘 Beach at Etretat,布丹 Eugene Louis Boudin,1890,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin029.jpg,圖維列的碼頭 Jetty and Wharf at Trouville,布丹 Eugene Louis Boudin,1863,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin030.jpg,多維爾的沐浴時間 Bathing Time at Deauville,布丹 Eugene Louis Boudin,1865,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin031.jpg,圖維列海灘 Beach Scene at Trouville,布丹 Eugene Louis Boudin,1863,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin032.jpg,海灘場景 Beach Scene,布丹 Eugene Louis Boudin,1862,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin033.jpg,沙灘上的寶蓮梅特涅公主 Princess Pauline Metternich on the Beach,布丹 Eugene Louis Boudin,1865 - 67,油彩．木板 Oil on wood,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin034.jpg,維萊維爾海灘 The Beach at Villerville,布丹 Eugene Louis Boudin,1864,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin035.jpg,圖維列的海灘上 On the Beach. Trouville,布丹 Eugene Louis Boudin,1887,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin036.jpg,河邊洗衣婦 Laveuses Au Bord D’une Riviere,布丹 Eugene Louis Boudin,1885 - 90,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin037.jpg,在海灘上.夕陽 On the Beach. Sunset,布丹 Eugene Louis Boudin,1865,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin038.jpg,圖維列海灘 Beach of Trouville,布丹 Eugene Louis Boudin,1865,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin039.jpg,圖克河的退潮 La Touques. Maree Basse,布丹 Eugene Louis Boudin,1888 - 95,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin040.jpg,圖維列海灘 Beach Scene. Trouville,布丹 Eugene Louis Boudin,1864,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin041.jpg,哈弗爾的帆船碼頭 Le Havre. voilier ? quai,布丹 Eugene Louis Boudin,1870 - 74,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin042.jpg,在圖維列海灘 On the Beach at Trouville,布丹 Eugene Louis Boudin,1863,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin043.jpg,索姆河口 The mouth of the Somme,布丹 Eugene Louis Boudin,1891,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Boudin044.jpg,港口的三桅帆船 Three-masted ship in port,布丹 Eugene Louis Boudin,1891,油彩．畫板 Oil on panel,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau001.jpg,劫持賽姬(幸福的靈魂) The Abduction of Psyche,鮑格雷奧 William Adolphe Bouguereau,1895,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau002.jpg,維納斯的誕生 Birth of Venus,鮑格雷奧 William Adolphe Bouguereau,1879,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau003.jpg,抵禦愛神 Young Girl Defending Herself against Eros,鮑格雷奧 William Adolphe Bouguereau,1880,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/608_01535329134.jpg,女神與薩梯 Nymphs and Satyr,鮑格雷奧 William Adolphe Bouguereau,1873,油畫．織布 oil on fabric,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau005.jpg,復仇女神的追補 Orestes Pursued by the Furies,鮑格雷奧 William Adolphe Bouguereau,1862,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/610_01595749900.jpg,天使之歌 Song of the Angels,鮑格雷奧 William Adolphe Bouguereau,1881,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau007.jpg,睡意 Le sommeil,鮑格雷奧 William Adolphe Bouguereau,1866,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau008.jpg,回春 The Return of Spring,鮑格雷奧 William Adolphe Bouguereau,1886,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau009.jpg,騎馬 The Horseback Ride,鮑格雷奧 William Adolphe Bouguereau,1884,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau010.jpg,研究一個秘密 A Study for The Secret,鮑格雷奧 William Adolphe Bouguereau,,,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/615_01595580295.jpg,眾神 The Nymphaeum,鮑格雷奧 William Adolphe Bouguereau,1878,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/616_01636234919.jpg,藝術與文學 Art and Literature,鮑格雷奧 William Adolphe Bouguereau,1867,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau013.jpg,被鞭打的基督 The Flagellation of Christ,鮑格雷奧 William Adolphe Bouguereau,1880,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau014.jpg,螃蟹 Le crabe,鮑格雷奧 William Adolphe Bouguereau,1869,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau015.jpg,欲望 Convoitise,鮑格雷奧 William Adolphe Bouguereau,1866,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau016.jpg,櫻桃枝 The Cherry Branch,鮑格雷奧 William Adolphe Bouguereau,1881,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau017.jpg,愛神邱比特 Cupidon,鮑格雷奧 William Adolphe Bouguereau,1891,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau018.jpg,時禱書 The Book Of Hours,鮑格雷奧 William Adolphe Bouguereau,1867,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau019.jpg,休息 Rest,鮑格雷奧 William Adolphe Bouguereau,1879,油彩．織布 oil on fabric,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau020.jpg,誘惑 Temptation,鮑格雷奧 William Adolphe Bouguereau,1880,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau021.jpg,牧羊女 The Shepherdess,鮑格雷奧 William Adolphe Bouguereau,1873,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau022.jpg,童年的田園生活 Two Girls(Childhood Idyll),鮑格雷奧 William Adolphe Bouguereau,1900,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau023.jpg,聖母及天使 The Virgin with Angels,鮑格雷奧 William Adolphe Bouguereau,1900,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau024.jpg,襲擊 The Storm,鮑格雷奧 William Adolphe Bouguereau,1874,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau025.jpg,波浪 The Wave,鮑格雷奧 William Adolphe Bouguereau,1896,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau026.jpg,泉水旁 At the Fountain,鮑格雷奧 William Adolphe Bouguereau,1897,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau027.jpg,蜂巢 The Wasp ’s Nest,鮑格雷奧 William Adolphe Bouguereau,1892,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau028.jpg,失落的一群 The Lost Pleiad,鮑格雷奧 William Adolphe Bouguereau,1884,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau029.jpg,春天和風 Spring Breeze,鮑格雷奧 William Adolphe Bouguereau,1895,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau030.jpg,浴女 Woman Bathing,鮑格雷奧 William Adolphe Bouguereau,1864,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau031.jpg,回憶 Souvenir,鮑格雷奧 William Adolphe Bouguereau,1894,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/636_01595631554.jpg,白日 Day,鮑格雷奧 William Adolphe Bouguereau,1884,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau033.jpg,笛子演奏家 Joueur De Flute,鮑格雷奧 William Adolphe Bouguereau,1878,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau034.jpg,比布利斯 Biblis,鮑格雷奧 William Adolphe Bouguereau,1884,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau035.jpg,珍珠 La Perle,鮑格雷奧 William Adolphe Bouguereau,1894,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau036.jpg,年輕母親凝視她的孩子 Jeune mere contemplant son enfant,鮑格雷奧 William Adolphe Bouguereau,1871,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau037.jpg,沐浴後 After the Bath,鮑格雷奧 William Adolphe Bouguereau,1825,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau038.jpg,收集核果者 The Nut Gatherers,鮑格雷奧 William Adolphe Bouguereau,1882,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau039.jpg,一串葡萄 The Bunch Of Grapes,鮑格雷奧 William Adolphe Bouguereau,1868,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau040.jpg,沐浴者 Bather,鮑格雷奧 William Adolphe Bouguereau,1870,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau041.jpg,年輕母親凝視其孩子 Young Mother Gazing at Her Child,鮑格雷奧 William Adolphe Bouguereau,1871,油彩．畫布 Oil on Canvas,,,,,,,,,
https://www.ss.net.tw/images/product_images/popup_images/Bouguereau042.jpg,釣青蛙 Fishing For Frogs,鮑格雷奧 William Adolphe Bouguereau,1882,油彩．畫布 Oil on Canvas,,,,,,,,,
